id_cliente,nome_cliente,email_cliente,pais
241,Cliente 241,cliente241@exemplo.com,EUA
242,Cliente 242,cliente242@exemplo.com,Espanha
243,Cliente 243,cliente243@exemplo.com,Portugal
244,Cliente 244,cliente244@exemplo.com,Brasil
245,Cliente 245,cliente245@exemplo.com,Brasil
246,Cliente 246,cliente246@exemplo.com,Chile
247,Cliente 247,cliente247@exemplo.com,Canadá
248,Cliente 248,cliente248@exemplo.com,México
249,Cliente 249,cliente249@exemplo.com,EUA
250,Cliente 250,cliente250@exemplo.com,EUA
251,Cliente 251,cliente251@exemplo.com,Peru
252,Cliente 252,cliente252@exemplo.com,Portugal
253,Cliente 253,cliente253@exemplo.com,Espanha
254,Cliente 254,cliente254@exemplo.com,Peru
255,Cliente 255,cliente255@exemplo.com,Canadá
256,Cliente 256,cliente256@exemplo.com,México
257,Cliente 257,cliente257@exemplo.com,México
258,Cliente 258,cliente258@exemplo.com,Espanha
259,Cliente 259,cliente259@exemplo.com,Canadá
260,Cliente 260,cliente260@exemplo.com,Canadá
261,Cliente 261,cliente261@exemplo.com,Portugal
262,Cliente 262,cliente262@exemplo.com,México
263,Cliente 263,cliente263@exemplo.com,Portugal
264,Cliente 264,cliente264@exemplo.com,México
265,Cliente 265,cliente265@exemplo.com,Peru
266,Cliente 266,cliente266@exemplo.com,Peru
267,Cliente 267,cliente267@exemplo.com,Espanha
268,Cliente 268,cliente268@exemplo.com,Brasil
269,Cliente 269,cliente269@exemplo.com,Chile
270,Cliente 270,cliente270@exemplo.com,Argentina
271,Cliente 271,cliente271@exemplo.com,Portugal
272,Cliente 272,cliente272@exemplo.com,México
273,Cliente 273,cliente273@exemplo.com,Colômbia
274,Cliente 274,cliente274@exemplo.com,Argentina
275,Cliente 275,cliente275@exemplo.com,EUA
276,Cliente 276,cliente276@exemplo.com,EUA
277,Cliente 277,cliente277@exemplo.com,Portugal
278,Cliente 278,cliente278@exemplo.com,Peru
279,Cliente 279,cliente279@exemplo.com,Colômbia
280,Cliente 280,cliente280@exemplo.com,Portugal
281,Cliente 281,cliente281@exemplo.com,Portugal
282,Cliente 282,cliente282@exemplo.com,Canadá
283,Cliente 283,cliente283@exemplo.com,Argentina
284,Cliente 284,cliente284@exemplo.com,Chile
285,Cliente 285,cliente285@exemplo.com,Colômbia
286,Cliente 286,cliente286@exemplo.com,Portugal
287,Cliente 287,cliente287@exemplo.com,Brasil
288,Cliente 288,cliente288@exemplo.com,Espanha
289,Cliente 289,cliente289@exemplo.com,EUA
290,Cliente 290,cliente290@exemplo.com,Canadá
291,Cliente 291,cliente291@exemplo.com,Argentina
292,Cliente 292,cliente292@exemplo.com,Espanha
293,Cliente 293,cliente293@exemplo.com,Peru
294,Cliente 294,cliente294@exemplo.com,Portugal
295,Cliente 295,cliente295@exemplo.com,Espanha
296,Cliente 296,cliente296@exemplo.com,Espanha
297,Cliente 297,cliente297@exemplo.com,Chile
298,Cliente 298,cliente298@exemplo.com,EUA
299,Cliente 299,cliente299@exemplo.com,Colômbia
300,Cliente 300,cliente300@exemplo.com,Portugal
301,Cliente 301,cliente301@exemplo.com,Canadá
302,Cliente 302,cliente302@exemplo.com,Chile
303,Cliente 303,cliente303@exemplo.com,Canadá
304,Cliente 304,cliente304@exemplo.com,Peru
305,Cliente 305,cliente305@exemplo.com,EUA
306,Cliente 306,cliente306@exemplo.com,Colômbia
307,Cliente 307,cliente307@exemplo.com,Brasil
308,Cliente 308,cliente308@exemplo.com,EUA
309,Cliente 309,cliente309@exemplo.com,Portugal
310,Cliente 310,cliente310@exemplo.com,Peru
311,Cliente 311,cliente311@exemplo.com,Chile
312,Cliente 312,cliente312@exemplo.com,Chile
313,Cliente 313,cliente313@exemplo.com,México
314,Cliente 314,cliente314@exemplo.com,Chile
315,Cliente 315,cliente315@exemplo.com,Canadá
316,Cliente 316,cliente316@exemplo.com,Portugal
317,Cliente 317,cliente317@exemplo.com,Argentina
318,Cliente 318,cliente318@exemplo.com,Argentina
319,Cliente 319,cliente319@exemplo.com,Portugal
320,Cliente 320,cliente320@exemplo.com,Colômbia
321,Cliente 321,cliente321@exemplo.com,Brasil
322,Cliente 322,cliente322@exemplo.com,Chile
323,Cliente 323,cliente323@exemplo.com,Canadá
324,Cliente 324,cliente324@exemplo.com,EUA
325,Cliente 325,cliente325@exemplo.com,Brasil
326,Cliente 326,cliente326@exemplo.com,Espanha
327,Cliente 327,cliente327@exemplo.com,Canadá
328,Cliente 328,cliente328@exemplo.com,Canadá
329,Cliente 329,cliente329@exemplo.com,Peru
330,Cliente 330,cliente330@exemplo.com,México
331,Cliente 331,cliente331@exemplo.com,Espanha
332,Cliente 332,cliente332@exemplo.com,EUA
333,Cliente 333,cliente333@exemplo.com,Colômbia
334,Cliente 334,cliente334@exemplo.com,Portugal
335,Cliente 335,cliente335@exemplo.com,Peru
336,Cliente 336,cliente336@exemplo.com,Colômbia
337,Cliente 337,cliente337@exemplo.com,Portugal
338,Cliente 338,cliente338@exemplo.com,Canadá
339,Cliente 339,cliente339@exemplo.com,Portugal
340,Cliente 340,cliente340@exemplo.com,México
341,Cliente 341,cliente341@exemplo.com,Brasil
342,Cliente 342,cliente342@exemplo.com,Canadá
343,Cliente 343,cliente343@exemplo.com,Brasil
344,Cliente 344,cliente344@exemplo.com,México
345,Cliente 345,cliente345@exemplo.com,Brasil
346,Cliente 346,cliente346@exemplo.com,Espanha
347,Cliente 347,cliente347@exemplo.com,México
348,Cliente 348,cliente348@exemplo.com,EUA
349,Cliente 349,cliente349@exemplo.com,EUA
350,Cliente 350,cliente350@exemplo.com,Peru
351,Cliente 351,cliente351@exemplo.com,Colômbia
352,Cliente 352,cliente352@exemplo.com,Argentina
353,Cliente 353,cliente353@exemplo.com,EUA
354,Cliente 354,cliente354@exemplo.com,Canadá
355,Cliente 355,cliente355@exemplo.com,Peru
356,Cliente 356,cliente356@exemplo.com,Peru
357,Cliente 357,cliente357@exemplo.com,Peru
358,Cliente 358,cliente358@exemplo.com,EUA
359,Cliente 359,cliente359@exemplo.com,Brasil
360,Cliente 360,cliente360@exemplo.com,Brasil
361,Cliente 361,cliente361@exemplo.com,Portugal
362,Cliente 362,cliente362@exemplo.com,Colômbia
363,Cliente 363,cliente363@exemplo.com,EUA
364,Cliente 364,cliente364@exemplo.com,Portugal
365,Cliente 365,cliente365@exemplo.com,EUA
366,Cliente 366,cliente366@exemplo.com,México
367,Cliente 367,cliente367@exemplo.com,Colômbia
368,Cliente 368,cliente368@exemplo.com,Chile
369,Cliente 369,cliente369@exemplo.com,Portugal
370,Cliente 370,cliente370@exemplo.com,EUA
371,Cliente 371,cliente371@exemplo.com,Canadá
372,Cliente 372,cliente372@exemplo.com,Peru
373,Cliente 373,cliente373@exemplo.com,Brasil
374,Cliente 374,cliente374@exemplo.com,México
375,Cliente 375,cliente375@exemplo.com,Brasil
376,Cliente 376,cliente376@exemplo.com,EUA
377,Cliente 377,cliente377@exemplo.com,Portugal
378,Cliente 378,cliente378@exemplo.com,Espanha
379,Cliente 379,cliente379@exemplo.com,Espanha
380,Cliente 380,cliente380@exemplo.com,Argentina
381,Cliente 381,cliente381@exemplo.com,Portugal
382,Cliente 382,cliente382@exemplo.com,EUA
383,Cliente 383,cliente383@exemplo.com,Peru
384,Cliente 384,cliente384@exemplo.com,Colômbia
385,Cliente 385,cliente385@exemplo.com,EUA
386,Cliente 386,cliente386@exemplo.com,EUA
387,Cliente 387,cliente387@exemplo.com,Colômbia
388,Cliente 388,cliente388@exemplo.com,Espanha
389,Cliente 389,cliente389@exemplo.com,Chile
390,Cliente 390,cliente390@exemplo.com,Argentina
391,Cliente 391,cliente391@exemplo.com,Portugal
392,Cliente 392,cliente392@exemplo.com,Portugal
393,Cliente 393,cliente393@exemplo.com,EUA
394,Cliente 394,cliente394@exemplo.com,Chile
395,Cliente 395,cliente395@exemplo.com,Colômbia
396,Cliente 396,cliente396@exemplo.com,Brasil
397,Cliente 397,cliente397@exemplo.com,Argentina
398,Cliente 398,cliente398@exemplo.com,Colômbia
399,Cliente 399,cliente399@exemplo.com,EUA
400,Cliente 400,cliente400@exemplo.com,Portugal
401,Cliente 401,cliente401@exemplo.com,EUA
402,Cliente 402,cliente402@exemplo.com,Portugal
403,Cliente 403,cliente403@exemplo.com,Espanha
404,Cliente 404,cliente404@exemplo.com,México
405,Cliente 405,cliente405@exemplo.com,Peru
406,Cliente 406,cliente406@exemplo.com,Peru
407,Cliente 407,cliente407@exemplo.com,EUA
408,Cliente 408,cliente408@exemplo.com,Colômbia
409,Cliente 409,cliente409@exemplo.com,Brasil
410,Cliente 410,cliente410@exemplo.com,Argentina
411,Cliente 411,cliente411@exemplo.com,México
412,Cliente 412,cliente412@exemplo.com,Argentina
413,Cliente 413,cliente413@exemplo.com,EUA
414,Cliente 414,cliente414@exemplo.com,Argentina
415,Cliente 415,cliente415@exemplo.com,Canadá
416,Cliente 416,cliente416@exemplo.com,EUA
417,Cliente 417,cliente417@exemplo.com,EUA
418,Cliente 418,cliente418@exemplo.com,México
419,Cliente 419,cliente419@exemplo.com,Colômbia
420,Cliente 420,cliente420@exemplo.com,Argentina
421,Cliente 421,cliente421@exemplo.com,México
422,Cliente 422,cliente422@exemplo.com,Espanha
423,Cliente 423,cliente423@exemplo.com,Espanha
424,Cliente 424,cliente424@exemplo.com,Portugal
425,Cliente 425,cliente425@exemplo.com,Espanha
426,Cliente 426,cliente426@exemplo.com,Portugal
427,Cliente 427,cliente427@exemplo.com,Argentina
428,Cliente 428,cliente428@exemplo.com,Chile
429,Cliente 429,cliente429@exemplo.com,Brasil
430,Cliente 430,cliente430@exemplo.com,México
431,Cliente 431,cliente431@exemplo.com,Brasil
432,Cliente 432,cliente432@exemplo.com,Colômbia
433,Cliente 433,cliente433@exemplo.com,Argentina
434,Cliente 434,cliente434@exemplo.com,México
435,Cliente 435,cliente435@exemplo.com,Espanha
436,Cliente 436,cliente436@exemplo.com,EUA
437,Cliente 437,cliente437@exemplo.com,EUA
438,Cliente 438,cliente438@exemplo.com,Colômbia
439,Cliente 439,cliente439@exemplo.com,Peru
440,Cliente 440,cliente440@exemplo.com,Canadá
441,Cliente 441,cliente441@exemplo.com,México
442,Cliente 442,cliente442@exemplo.com,México
443,Cliente 443,cliente443@exemplo.com,Canadá
444,Cliente 444,cliente444@exemplo.com,Brasil
445,Cliente 445,cliente445@exemplo.com,EUA
446,Cliente 446,cliente446@exemplo.com,Brasil
447,Cliente 447,cliente447@exemplo.com,EUA
448,Cliente 448,cliente448@exemplo.com,Portugal
449,Cliente 449,cliente449@exemplo.com,Chile
450,Cliente 450,cliente450@exemplo.com,Espanha
451,Cliente 451,cliente451@exemplo.com,Portugal
452,Cliente 452,cliente452@exemplo.com,Chile
453,Cliente 453,cliente453@exemplo.com,Portugal
454,Cliente 454,cliente454@exemplo.com,Portugal
455,Cliente 455,cliente455@exemplo.com,Peru
456,Cliente 456,cliente456@exemplo.com,Colômbia
457,Cliente 457,cliente457@exemplo.com,Brasil
458,Cliente 458,cliente458@exemplo.com,México
459,Cliente 459,cliente459@exemplo.com,Argentina
460,Cliente 460,cliente460@exemplo.com,Chile
461,Cliente 461,cliente461@exemplo.com,Colômbia
462,Cliente 462,cliente462@exemplo.com,Colômbia
463,Cliente 463,cliente463@exemplo.com,Chile
464,Cliente 464,cliente464@exemplo.com,Colômbia
465,Cliente 465,cliente465@exemplo.com,México
466,Cliente 466,cliente466@exemplo.com,EUA
467,Cliente 467,cliente467@exemplo.com,Peru
468,Cliente 468,cliente468@exemplo.com,Canadá
469,Cliente 469,cliente469@exemplo.com,Peru
470,Cliente 470,cliente470@exemplo.com,México
471,Cliente 471,cliente471@exemplo.com,Canadá
472,Cliente 472,cliente472@exemplo.com,Colômbia
473,Cliente 473,cliente473@exemplo.com,Argentina
474,Cliente 474,cliente474@exemplo.com,Brasil
475,Cliente 475,cliente475@exemplo.com,EUA
476,Cliente 476,cliente476@exemplo.com,Peru
477,Cliente 477,cliente477@exemplo.com,Colômbia
478,Cliente 478,cliente478@exemplo.com,EUA
479,Cliente 479,cliente479@exemplo.com,Argentina
480,Cliente 480,cliente480@exemplo.com,EUA
481,Cliente 481,cliente481@exemplo.com,Brasil
482,Cliente 482,cliente482@exemplo.com,Brasil
483,Cliente 483,cliente483@exemplo.com,Argentina
484,Cliente 484,cliente484@exemplo.com,Argentina
485,Cliente 485,cliente485@exemplo.com,Canadá
486,Cliente 486,cliente486@exemplo.com,Colômbia
487,Cliente 487,cliente487@exemplo.com,Peru
488,Cliente 488,cliente488@exemplo.com,México
489,Cliente 489,cliente489@exemplo.com,Portugal
490,Cliente 490,cliente490@exemplo.com,Canadá
491,Cliente 491,cliente491@exemplo.com,EUA
492,Cliente 492,cliente492@exemplo.com,Canadá
493,Cliente 493,cliente493@exemplo.com,Colômbia
494,Cliente 494,cliente494@exemplo.com,Colômbia
495,Cliente 495,cliente495@exemplo.com,Brasil
496,Cliente 496,cliente496@exemplo.com,Canadá
497,Cliente 497,cliente497@exemplo.com,Peru
498,Cliente 498,cliente498@exemplo.com,México
499,Cliente 499,cliente499@exemplo.com,Canadá
500,Cliente 500,cliente500@exemplo.com,Colômbia
501,Cliente 501,cliente501@exemplo.com,Chile
502,Cliente 502,cliente502@exemplo.com,Argentina
503,Cliente 503,cliente503@exemplo.com,Peru
504,Cliente 504,cliente504@exemplo.com,Portugal
505,Cliente 505,cliente505@exemplo.com,Portugal
506,Cliente 506,cliente506@exemplo.com,Brasil
507,Cliente 507,cliente507@exemplo.com,Colômbia
508,Cliente 508,cliente508@exemplo.com,Espanha
509,Cliente 509,cliente509@exemplo.com,Portugal
510,Cliente 510,cliente510@exemplo.com,Chile
511,Cliente 511,cliente511@exemplo.com,Colômbia
512,Cliente 512,cliente512@exemplo.com,Colômbia
513,Cliente 513,cliente513@exemplo.com,México
514,Cliente 514,cliente514@exemplo.com,Brasil
515,Cliente 515,cliente515@exemplo.com,Peru
516,Cliente 516,cliente516@exemplo.com,Brasil
517,Cliente 517,cliente517@exemplo.com,Portugal
518,Cliente 518,cliente518@exemplo.com,Colômbia
519,Cliente 519,cliente519@exemplo.com,Espanha
520,Cliente 520,cliente520@exemplo.com,Peru
521,Cliente 521,cliente521@exemplo.com,Colômbia
522,Cliente 522,cliente522@exemplo.com,Argentina
523,Cliente 523,cliente523@exemplo.com,Portugal
524,Cliente 524,cliente524@exemplo.com,Chile
525,Cliente 525,cliente525@exemplo.com,Peru
526,Cliente 526,cliente526@exemplo.com,Portugal
527,Cliente 527,cliente527@exemplo.com,Chile
528,Cliente 528,cliente528@exemplo.com,Chile
529,Cliente 529,cliente529@exemplo.com,Canadá
530,Cliente 530,cliente530@exemplo.com,Brasil
531,Cliente 531,cliente531@exemplo.com,EUA
532,Cliente 532,cliente532@exemplo.com,EUA
533,Cliente 533,cliente533@exemplo.com,Chile
534,Cliente 534,cliente534@exemplo.com,Brasil
535,Cliente 535,cliente535@exemplo.com,Portugal
536,Cliente 536,cliente536@exemplo.com,Espanha
537,Cliente 537,cliente537@exemplo.com,Espanha
538,Cliente 538,cliente538@exemplo.com,Espanha
539,Cliente 539,cliente539@exemplo.com,Chile
540,Cliente 540,cliente540@exemplo.com,Peru
541,Cliente 541,cliente541@exemplo.com,EUA
542,Cliente 542,cliente542@exemplo.com,México
543,Cliente 543,cliente543@exemplo.com,Chile
544,Cliente 544,cliente544@exemplo.com,Espanha
545,Cliente 545,cliente545@exemplo.com,Brasil
